t,x,y,z,qw,qx,qy,qz,vx,vy,vz
1.0405,0.029481072,0.041251187,0.041853263,0.0096895758,-0.73886763,0.01076008,0.673695,0.011674856,0.018564708,-0.016868455
1.0505,0.029634023,0.041371832,0.041804884,0.0099936074,-0.73954918,0.011081637,0.6729371,0.013340795,0.0076479181,0.0030015611
1.0605,0.029777436,0.041430346,0.041866398,0.010109243,-0.73975009,0.011178545,0.67271291,0.013548655,0.0046746175,0.0077004141
1.0705,0.029925255,0.04145339,0.041955545,0.010150843,-0.7397489,0.011191051,0.67271337,0.015489578,0.00036143444,0.0092664128
1.0805,0.030081917,0.041444286,0.042044228,0.010169014,-0.73971759,0.011172271,0.67274784,0.015840951,-0.0019404671,0.0081155271
1.0905,0.030244921,0.041424595,0.042084902,0.01019158,-0.73909838,0.011142142,0.67342822,0.018932314,-0.0023095613,0.0011920275
1.1005,0.030417984,0.04139978,0.042077377,0.010220898,-0.73774605,0.011107531,0.67490957,0.020132752,-0.0026185091,-0.0017365392
1.1105,0.030582107,0.041371757,0.042004641,0.010240062,-0.73607203,0.011033941,0.67673582,0.01921238,-0.0027589749,-0.0081626048
1.1205,0.030737478,0.041388648,0.041946021,0.010254091,-0.7338343,0.010965882,0.67916259,0.020226404,0.0049444321,-0.0040293784
1.1305,0.030885836,0.041455676,0.041873356,0.01021864,-0.73112453,0.010862904,0.68208101,0.019654821,0.0065563212,-0.012860522
1.1405,0.031025174,0.041551121,0.041782001,0.010150596,-0.72827151,0.010735139,0.68512942,0.019693916,0.011337588,-0.0063117316
1.1505,0.031166432,0.041678732,0.041676104,0.010049353,-0.72546417,0.010586606,0.68810513,0.020324354,0.015009525,-0.0090209523
1.1605,0.031359222,0.041837624,0.041588505,0.010065145,-0.72280352,0.010415481,0.69090179,0.02858794,0.016129222,-0.0085913508
1.1705,0.031614077,0.042002073,0.041505061,0.010065996,-0.72033982,0.010319995,0.69347149,0.030915355,0.016345717,-0.010050416
1.1805,0.031896779,0.042150055,0.041424859,0.010054976,-0.71798292,0.010266787,0.69591236,0.033928021,0.013348146,-0.0066738515
1.1905,0.032198876,0.042274894,0.041335159,0.010045799,-0.71574063,0.010232962,0.69821896,0.034609134,0.011562042,-0.0098761264
1.2005,0.032504716,0.042381256,0.041255612,0.010044341,-0.71360016,0.010203363,0.70040689,0.034413109,0.0098017276,-0.0066835328
1.2105,0.032806591,0.04247507,0.041173466,0.0099485326,-0.71155281,0.010281374,0.70248695,0.033091468,0.0093465205,-0.0053657852
1.2205,0.033077453,0.042565268,0.041116287,0.0096909669,-0.70950919,0.010525532,0.70455092,0.025738336,0.010036138,-0.0044897353
1.2305,0.033234695,0.042687057,0.041037363,0.0096766277,-0.70742815,0.010553871,0.70664021,0.014398111,0.014321859,-0.011184673
1.2405,0.033309941,0.042839366,0.040967894,0.0097861776,-0.70532207,0.010477392,0.708742,0.0092725553,0.015540536,-0.0048471939
